year,quarter,region,age_group,sex,value,unit,source
2562,ไตรมาสที่ 2,ภาคกลาง,40-49 ปี,รวม,2961.24,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,40-49 ปี,ชาย,1576.58,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,40-49 ปี,หญิง,1384.66,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,40-49 ปี,รวม,2932.34,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,40-49 ปี,ชาย,1566.60,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,40-49 ปี,หญิง,1365.74,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,40-49 ปี,รวม,2937.27,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,40-49 ปี,ชาย,1560.55,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,40-49 ปี,หญิง,1376.72,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,40-49 ปี,รวม,2975.73,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,40-49 ปี,ชาย,1570.01,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,40-49 ปี,หญิง,1405.72,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคกลาง,40-49 ปี,รวม,2946.86,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคกลาง,40-49 ปี,ชาย,1559.28,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคกลาง,40-49 ปี,หญิง,1387.57,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,40-49 ปี,รวม,2960.38,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,40-49 ปี,ชาย,1580.87,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,40-49 ปี,หญิง,1379.51,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,40-49 ปี,รวม,2973.25,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,40-49 ปี,ชาย,1579.58,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,40-49 ปี,หญิง,1393.67,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,รวม,1635.80,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,ชาย,869.60,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,หญิง,766.30,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,รวม,1659.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,ชาย,877.90,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,หญิง,781.80,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,รวม,1683.50,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,ชาย,889.20,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,หญิง,794.30,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,รวม,1707.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,ชาย,900.40,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,หญิง,807.20,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,รวม,1717.87,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,ชาย,910.34,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,หญิง,807.53,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,รวม,1725.74,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,ชาย,918.68,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,หญิง,807.06,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,รวม,1712.19,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,ชาย,921.00,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,หญิง,791.19,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,รวม,1750.10,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,ชาย,935.27,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,หญิง,814.83,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,รวม,1903.70,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,ชาย,1019.10,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,หญิง,884.60,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,รวม,1914.10,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,ชาย,1033.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,หญิง,880.20,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,รวม,1945.00,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,ชาย,1057.80,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,หญิง,887.20,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,รวม,1964.20,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,ชาย,1062.50,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,หญิง,901.70,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,รวม,1943.73,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,ชาย,1051.45,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,หญิง,892.28,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,รวม,1986.86,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,ชาย,1073.23,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,หญิง,913.63,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,รวม,2007.80,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,ชาย,1093.09,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,หญิง,914.70,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,รวม,2027.22,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,ชาย,1089.62,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,หญิง,937.60,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,รวม,2047.36,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,ชาย,1099.41,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,หญิง,947.95,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,รวม,2044.90,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,ชาย,1095.42,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,หญิง,949.48,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,รวม,2063.37,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,ชาย,1112.52,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,หญิง,950.85,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,รวม,2057.43,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,ชาย,1113.02,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,หญิง,940.14,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,รวม,2117.06,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,ชาย,1136.54,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,หญิง,980.53,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,รวม,2113.21,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,ชาย,1141.00,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,หญิง,972.21,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,รวม,2079.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,ชาย,1131.42,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,หญิง,948.08,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,รวม,2054.99,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,ชาย,1123.20,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,หญิง,931.79,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,รวม,2144.79,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,ชาย,1160.00,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,หญิง,984.79,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,รวม,2182.81,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,ชาย,1186.64,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,หญิง,996.17,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,รวม,2186.87,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,ชาย,1199.62,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,หญิง,987.25,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,รวม,2174.68,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,ชาย,1188.07,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,หญิง,986.61,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,รวม,2232.13,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,ชาย,1198.15,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,หญิง,1033.99,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,รวม,2237.64,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,ชาย,1211.82,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,หญิง,1025.82,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,รวม,2225.10,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,ชาย,1223.52,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,หญิง,1001.58,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,รวม,2252.46,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,ชาย,1218.68,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,หญิง,1033.78,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,รวม,2291.58,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,ชาย,1235.48,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,50-59 ปี,หญิง,1056.09,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,รวม,2293.75,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,ชาย,1247.19,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคกลาง,50-59 ปี,หญิง,1046.57,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,รวม,2324.39,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,ชาย,1251.33,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,50-59 ปี,หญิง,1073.06,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,รวม,2358.14,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,ชาย,1247.98,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,50-59 ปี,หญิง,1110.16,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,รวม,698.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,ชาย,373.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,หญิง,325.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,รวม,718.30,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,ชาย,397.80,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,หญิง,320.60,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,รวม,698.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,ชาย,387.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,หญิง,311.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,รวม,714.10,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,ชาย,379.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,หญิง,335.20,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,รวม,744.04,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,ชาย,400.85,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,หญิง,343.19,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,รวม,737.95,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,ชาย,392.86,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,หญิง,345.09,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,รวม,725.62,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,ชาย,399.74,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,หญิง,325.88,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,รวม,731.28,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,ชาย,395.40,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,หญิง,335.88,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,รวม,887.30,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,ชาย,491.70,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,หญิง,395.60,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,รวม,866.40,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,ชาย,484.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,หญิง,381.60,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,รวม,895.10,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,ชาย,498.70,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,หญิง,396.40,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,รวม,917.70,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,ชาย,516.20,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,หญิง,401.60,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,รวม,903.30,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,ชาย,506.96,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,หญิง,396.33,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,รวม,910.24,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,ชาย,512.32,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,หญิง,397.92,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,รวม,927.47,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,ชาย,516.94,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,หญิง,410.53,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,รวม,938.20,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,ชาย,529.26,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,หญิง,408.94,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,รวม,942.97,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,ชาย,520.72,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,หญิง,422.25,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,รวม,941.35,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,ชาย,524.00,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,หญิง,417.34,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,รวม,951.25,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,ชาย,518.53,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,หญิง,432.72,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,รวม,884.15,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,ชาย,489.95,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,หญิง,393.73,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,รวม,954.12,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,ชาย,523.51,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,หญิง,430.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,รวม,967.66,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,ชาย,533.34,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,หญิง,434.32,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,รวม,908.23,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,ชาย,516.63,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,60 ปีขึ้นไป,หญิง,391.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,รวม,899.35,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,ชาย,514.20,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,60 ปีขึ้นไป,หญิง,385.15,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,รวม,973.28,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,ชาย,544.31,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,60 ปีขึ้นไป,หญิง,428.97,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคกลาง,60 ปีขึ้นไป,รวม,983.93,พันคน,สำนักงานสถิติแห่งชาติ
